source,target,position_x,position_y,capacity,travel_time
103363,103713,18.950599,42.205695,9000000.0,0.1
103363,103713,19.0263855,42.2594735,9000000.0,0.1
103363,103713,19.102172,42.313252000000006,9000000.0,0.1
103363,103713,19.1779585,42.36703050000001,9000000.0,0.1
103363,103713,19.253745,42.42080900000001,9000000.0,0.1
103363,124888,18.950599,42.205695,9000000.0,0.1
103363,124888,19.02076868,42.17416298333333,9000000.0,0.1
103363,124888,19.09093836,42.142630966666665,9000000.0,0.1
103363,124888,19.161108040000002,42.11109895,9000000.0,0.1
103363,124888,19.23127772,42.07956693333333,9000000.0,0.1
103363,124888,19.3014474,42.048034916666666,9000000.0,0.1
103363,124888,19.37161708,42.0165029,9000000.0,0.1
103363,186291,18.950599,42.205695,9000000.0,0.1
103363,186291,18.891487,42.24112771428571,9000000.0,0.1
103363,186291,18.832375,42.27656042857143,9000000.0,0.1
103363,186291,18.773263,42.31199314285714,9000000.0,0.1
103363,186291,18.714151,42.34742585714286,9000000.0,0.1
103363,186291,18.655039000000002,42.38285857142857,9000000.0,0.1
103363,186291,18.595927,42.41829128571429,9000000.0,0.1
103363,186291,18.536815,42.453724,9000000.0,0.1
103700,103713,20.168446,42.84282,9000000.0,0.1
103700,103713,20.1112771875,42.8164443125,9000000.0,0.1
103700,103713,20.054108375,42.790068625,9000000.0,0.1
103700,103713,19.9969395625,42.763692937500004,9000000.0,0.1
103700,103713,19.93977075,42.737317250000004,9000000.0,0.1
103700,103713,19.8826019375,42.710941562500004,9000000.0,0.1
103700,103713,19.825433125,42.684565875000004,9000000.0,0.1
103700,103713,19.768264312499998,42.658190187500004,9000000.0,0.1
103700,103713,19.7110955,42.631814500000004,9000000.0,0.1
103700,103713,19.6539266875,42.60543881250001,9000000.0,0.1
103700,103713,19.596757874999998,42.57906312500001,9000000.0,0.1
103700,103713,19.5395890625,42.55268743750001,9000000.0,0.1
103700,103713,19.482420249999997,42.52631175000001,9000000.0,0.1
103700,103713,19.4252514375,42.49993606250001,9000000.0,0.1
103700,103713,19.368082625,42.47356037500001,9000000.0,0.1
103700,103713,19.310913812499997,42.44718468750001,9000000.0,0.1
103700,103713,19.253745,42.42080900000001,9000000.0,0.1
103422,103357,18.941149,42.781943,9000000.0,0.1
103422,103357,18.92946425,42.852829,9000000.0,0.1
103422,103357,18.917779499999998,42.923715,9000000.0,0.1
103422,103357,18.906094749999998,42.994600999999996,9000000.0,0.1
103422,103357,18.89441,43.065487,9000000.0,0.1
103422,103357,18.88272525,43.136373,9000000.0,0.1
103422,103357,18.8710405,43.20725899999999,9000000.0,0.1
103422,103357,18.85935575,43.278144999999995,9000000.0,0.1
103422,103357,18.847671,43.349031,9000000.0,0.1
103422,103713,18.9243,42.78246,9000000.0,0.1
103422,103713,18.990188999999997,42.710129800000004,9000000.0,0.1
103422,103713,19.056078,42.63779960000001,9000000.0,0.1
103422,103713,19.121966999999998,42.565469400000005,9000000.0,0.1
103422,103713,19.187856,42.49313920000001,9000000.0,0.1
103422,103713,19.253745,42.42080900000001,9000000.0,0.1
103713,103672,19.253745,42.42080900000001,9000000.0,0.1
103713,103672,19.336881454999997,42.37558545500001,9000000.0,0.1
103713,103672,19.42001791,42.33036191,9000000.0,0.1
